0	0	0	152.774
0	0	1	155.967
0	0	2	156.065
0	0	3	152.686
0	1	0	727.617
0	1	1	728.787
0	1	2	728.787
0	1	3	727.617
0	2	0	718.514
0	2	1	741.960
0	2	2	525.519
0	2	3	372.207
0	3	0	8.778
0	3	1	11.990
0	3	2	11.990
0	3	3	8.778
0	4	0	2549.297
0	4	1	2551.761
0	4	2	2551.761
0	4	3	2547.324
0	5	0	118.399
0	5	1	236.562
0	5	2	236.562
0	5	3	118.399
0	6	0	2985.326
0	6	1	2998.294
0	6	2	2998.294
0	6	3	2985.326
0	7	0	45.690
0	7	1	87.153
0	7	2	87.153
0	7	3	45.690
1	0	0	152.481
1	0	1	158.388
1	0	2	155.502
1	0	3	152.297
1	1	0	729.381
1	1	1	727.603
1	1	2	727.603
1	1	3	729.221
1	2	0	363.116
1	2	1	504.188
1	2	2	448.169
1	2	3	253.359
1	3	0	7.619
1	3	1	9.578
1	3	2	9.578
1	3	3	7.325
1	4	0	2547.778
1	4	1	2550.500
1	4	2	2550.500
1	4	3	2547.326
1	5	0	121.823
1	5	1	225.963
1	5	2	225.403
1	5	3	113.100
1	6	0	2983.468
1	6	1	2994.586
1	6	2	2994.586
1	6	3	2983.468
1	7	0	52.825
1	7	1	101.423
1	7	2	101.423
1	7	3	52.825
2	0	0	154.183
2	0	1	155.306
2	0	2	154.261
2	0	3	152.538
2	1	0	726.859
2	1	1	727.037
2	1	2	726.962
2	1	3	726.653
2	2	0	320.786
2	2	1	416.599
2	2	2	341.730
2	2	3	209.654
2	3	0	12.264
2	3	1	10.414
2	3	2	10.414
2	3	3	8.992
2	4	0	5083.969
2	4	1	5085.108
2	4	2	5084.438
2	4	3	5083.758
2	5	0	85.014
2	5	1	112.208
2	5	2	66.476
2	5	3	60.062
2	6	0	2976.451
2	6	1	2980.532
2	6	2	2980.532
2	6	3	2976.451
2	7	0	16.561
2	7	1	28.891
2	7	2	28.891
2	7	3	16.561
3	0	0	146.145
3	0	1	161.878
3	0	2	261.130
3	0	3	160.192
3	1	0	773.041
3	1	1	819.319
3	1	2	818.282
3	1	3	686.439
3	2	0	719.950
3	2	1	1435.399
3	2	2	1435.399
3	2	3	719.950
3	3	0	10.257
3	3	1	12.990
3	3	2	11.876
3	3	3	9.176
3	4	0	2548.425
3	4	1	2552.130
3	4	2	2552.130
3	4	3	2547.158
3	5	0	118.399
3	5	1	236.562
3	5	2	236.562
3	5	3	118.399
3	6	0	2979.398
3	6	1	2986.366
3	6	2	2986.366
3	6	3	2979.398
3	7	0	1028.929
3	7	1	1145.257
3	7	2	1145.257
3	7	3	1028.929
4	0	0	139.117
4	0	1	139.578
4	0	2	142.173
4	0	3	135.879
4	1	0	706.937
4	1	1	716.654
4	1	2	716.939
4	1	3	706.749
4	2	0	359.136
4	2	1	761.420
4	2	2	699.560
4	2	3	369.298
4	3	0	12.991
4	3	1	8.755
4	3	2	8.015
4	3	3	7.125
4	4	0	2547.126
4	4	1	2548.201
4	4	2	2547.820
4	4	3	2546.752
4	5	0	122.133
4	5	1	219.261
4	5	2	219.261
4	5	3	109.748
4	6	0	2976.846
4	6	1	2981.256
4	6	2	2981.256
4	6	3	2976.846
4	7	0	812.834
4	7	1	826.588
4	7	2	826.588
4	7	3	812.834
5	0	0	142.472
5	0	1	151.701
5	0	2	145.537
5	0	3	137.468
5	1	0	706.156
5	1	1	715.211
5	1	2	715.037
5	1	3	706.001
5	2	0	320.786
5	2	1	612.459
5	2	2	598.796
5	2	3	307.584
5	3	0	12.341
5	3	1	10.415
5	3	2	10.415
5	3	3	8.961
5	4	0	5084.413
5	4	1	5086.793
5	4	2	5086.752
5	4	3	5084.175
5	5	0	85.014
5	5	1	113.798
5	5	2	68.563
5	5	3	60.857
5	6	0	2976.446
5	6	1	2980.463
5	6	2	2980.463
5	6	3	2976.446
5	7	0	811.411
5	7	1	823.741
5	7	2	823.741
5	7	3	811.411
6	0	0	144.751
6	0	1	137.701
6	0	2	128.043
6	0	3	129.988
6	1	0	710.401
6	1	1	700.926
6	1	2	689.152
6	1	3	691.487
6	2	0	718.514
6	2	1	491.804
6	2	2	207.992
6	2	3	246.394
6	3	0	9.506
6	3	1	8.134
6	3	2	6.221
6	3	3	6.490
6	4	0	2550.577
6	4	1	2548.280
6	4	2	2544.618
6	4	3	2544.857
6	5	0	118.399
6	5	1	212.017
6	5	2	209.816
6	5	3	100.200
6	6	0	2985.319
6	6	1	2980.996
6	6	2	2975.593
6	6	3	2976.674
6	7	0	813.560
6	7	1	800.229
6	7	2	783.565
6	7	3	786.898
7	0	0	140.036
7	0	1	136.422
7	0	2	128.505
7	0	3	129.444
7	1	0	698.812
7	1	1	698.121
7	1	2	659.367
7	1	3	697.348
7	2	0	363.116
7	2	1	263.893
7	2	2	150.566
7	2	3	137.734
7	3	0	10.151
7	3	1	8.663
7	3	2	7.471
7	3	3	6.867
7	4	0	2549.189
7	4	1	2548.102
7	4	2	2545.955
7	4	3	2545.867
7	5	0	121.823
7	5	1	216.502
7	5	2	215.824
7	5	3	107.116
7	6	0	2982.873
7	6	1	2979.803
7	6	2	2975.147
7	6	3	2976.022
7	7	0	841.223
7	7	1	827.175
7	7	2	809.616
7	7	3	813.128
8	0	0	142.472
8	0	1	141.127
8	0	2	132.124
8	0	3	132.429
8	1	0	706.156
8	1	1	662.001
8	1	2	652.665
8	1	3	653.807
8	2	0	320.786
8	2	1	227.311
8	2	2	90.701
8	2	3	115.414
8	3	0	12.341
8	3	1	10.006
8	3	2	7.089
8	3	3	8.169
8	4	0	5084.413
8	4	1	5083.678
8	4	2	5082.537
8	4	3	5082.655
8	5	0	85.014
8	5	1	110.609
8	5	2	65.352
8	5	3	53.984
8	6	0	2976.446
8	6	1	2975.222
8	6	2	2973.559
8	6	3	2973.956
8	7	0	811.411
8	7	1	807.301
8	7	2	802.163
8	7	3	803.191
9	0	0	153.179
9	0	1	156.128
9	0	2	160.064
9	0	3	152.418
9	1	0	729.728
9	1	1	733.902
9	1	2	733.902
9	1	3	729.728
9	2	0	795.479
9	2	1	879.953
9	2	2	645.449
9	2	3	442.061
9	3	0	8.280
9	3	1	11.490
9	3	2	11.490
9	3	3	7.419
9	4	0	2546.897
9	4	1	2551.904
9	4	2	2551.904
9	4	3	2546.897
9	5	0	118.399
9	5	1	234.906
9	5	2	234.906
9	5	3	117.571
9	6	0	2983.166
9	6	1	2993.973
9	6	2	2993.973
9	6	3	2983.166
9	7	0	48.914
9	7	1	97.727
9	7	2	97.727
9	7	3	48.914
10	0	0	152.844
10	0	1	156.207
10	0	2	155.820
10	0	3	152.355
10	1	0	727.673
10	1	1	729.150
10	1	2	729.150
10	1	3	727.232
10	2	0	1743.352
10	2	1	2565.408
10	2	2	2364.999
10	2	3	1549.036
10	3	0	7.211
10	3	1	8.178
10	3	2	8.178
10	3	3	6.574
10	4	0	2546.219
10	4	1	2550.413
10	4	2	2550.547
10	4	3	2546.036
10	5	0	133.959
10	5	1	222.481
10	5	2	221.921
10	5	3	110.295
10	6	0	2982.425
10	6	1	2992.492
10	6	2	2992.492
10	6	3	2982.425
10	7	0	52.825
10	7	1	101.423
10	7	2	101.423
10	7	3	52.825
11	0	0	152.490
11	0	1	155.657
11	0	2	154.632
11	0	3	151.476
11	1	0	726.923
11	1	1	727.079
11	1	2	726.976
11	1	3	726.673
11	2	0	327.039
11	2	1	425.976
11	2	2	350.808
11	2	3	214.298
11	3	0	12.070
11	3	1	19.662
11	3	2	18.485
11	3	3	12.098
11	4	0	4122.941
11	4	1	4125.044
11	4	2	4124.687
11	4	3	4122.928
11	5	0	92.044
11	5	1	116.840
11	5	2	88.883
11	5	3	58.688
11	6	0	2975.956
11	6	1	2979.615
11	6	2	2979.615
11	6	3	2975.956
11	7	0	16.561
11	7	1	28.891
11	7	2	28.891
11	7	3	16.561
12	0	0	157.497
12	0	1	158.825
12	0	2	158.825
12	0	3	153.488
12	1	0	775.056
12	1	1	785.523
12	1	2	787.557
12	1	3	774.238
12	2	0	848.569
12	2	1	1442.539
12	2	2	1437.976
12	2	3	716.658
12	3	0	14.174
12	3	1	21.845
12	3	2	20.110
12	3	3	13.565
12	4	0	2546.814
12	4	1	2551.893
12	4	2	2551.893
12	4	3	2546.861
12	5	0	118.399
12	5	1	234.631
12	5	2	234.631
12	5	3	116.551
12	6	0	2979.561
12	6	1	2987.179
12	6	2	2987.179
12	6	3	2979.561
12	7	0	1708.603
12	7	1	1732.255
12	7	2	1732.255
12	7	3	1708.603
13	0	0	257.323
13	0	1	260.091
13	0	2	160.691
13	0	3	155.097
13	1	0	725.195
13	1	1	767.722
13	1	2	767.722
13	1	3	725.195
13	2	0	375.667
13	2	1	735.310
13	2	2	751.680
13	2	3	546.290
13	3	0	7.475
13	3	1	9.801
13	3	2	9.441
13	3	3	7.712
13	4	0	2545.606
13	4	1	2549.127
13	4	2	2549.127
13	4	3	2545.608
13	5	0	137.332
13	5	1	224.932
13	5	2	224.932
13	5	3	112.584
13	6	0	2976.615
13	6	1	2980.872
13	6	2	2980.872
13	6	3	2976.615
13	7	0	1696.934
13	7	1	1708.918
13	7	2	1708.918
13	7	3	1696.934
14	0	0	156.852
14	0	1	157.958
14	0	2	157.275
14	0	3	155.715
14	1	0	721.607
14	1	1	760.650
14	1	2	760.650
14	1	3	721.607
14	2	0	329.790
14	2	1	622.773
14	2	2	608.784
14	2	3	313.944
14	3	0	13.210
14	3	1	20.688
14	3	2	19.331
14	3	3	12.576
14	4	0	4124.742
14	4	1	4126.598
14	4	2	4126.598
14	4	3	4124.805
14	5	0	92.044
14	5	1	118.431
14	5	2	90.970
14	5	3	59.483
14	6	0	2976.237
14	6	1	2980.467
14	6	2	2980.467
14	6	3	2976.237
14	7	0	1695.893
14	7	1	1706.835
14	7	2	1706.835
14	7	3	1695.893
15	0	0	140.152
15	0	1	134.668
15	0	2	126.867
15	0	3	128.490
15	1	0	711.048
15	1	1	701.551
15	1	2	689.395
15	1	3	691.752
15	2	0	795.479
15	2	1	576.727
15	2	2	264.338
15	2	3	286.375
15	3	0	18.024
15	3	1	15.458
15	3	2	9.869
15	3	3	11.225
15	4	0	2549.077
15	4	1	2547.611
15	4	2	2544.863
15	4	3	2545.338
15	5	0	118.399
15	5	1	229.519
15	5	2	227.318
15	5	3	112.968
15	6	0	2983.253
15	6	1	2979.651
15	6	2	2975.192
15	6	3	2976.116
15	7	0	1708.603
15	7	1	1700.718
15	7	2	1690.863
15	7	3	1692.834
16	0	0	134.432
16	0	1	136.950
16	0	2	131.932
16	0	3	131.261
16	1	0	730.195
16	1	1	713.862
16	1	2	693.961
16	1	3	697.946
16	2	0	1743.352
16	2	1	997.550
16	2	2	435.232
16	2	3	527.409
16	3	0	23.637
16	3	1	18.225
16	3	2	11.039
16	3	3	13.111
16	4	0	2548.292
16	4	1	2549.028
16	4	2	2548.133
16	4	3	2545.269
16	5	0	133.960
16	5	1	225.585
16	5	2	224.907
16	5	3	112.911
16	6	0	2983.069
16	6	1	2979.931
16	6	2	2975.260
16	6	3	2976.226
16	7	0	1698.684
16	7	1	1694.106
16	7	2	1688.384
16	7	3	1689.528
17	0	0	156.852
17	0	1	156.386
17	0	2	156.070
17	0	3	154.484
17	1	0	721.607
17	1	1	710.641
17	1	2	692.759
17	1	3	696.335
17	2	0	329.790
17	2	1	236.891
17	2	2	112.966
17	2	3	122.988
17	3	0	13.210
17	3	1	10.022
17	3	2	7.421
17	3	3	7.425
17	4	0	4124.742
17	4	1	4124.408
17	4	2	4123.500
17	4	3	4123.669
17	5	0	92.044
17	5	1	116.457
17	5	2	65.566
17	5	3	53.902
17	6	0	2976.237
17	6	1	2975.227
17	6	2	2973.805
17	6	3	2973.825
17	7	0	1695.893
17	7	1	1692.245
17	7	2	1687.686
17	7	3	1688.598
18	0	0	154.988
18	0	1	156.220
18	0	2	156.209
18	0	3	153.260
18	1	0	730.079
18	1	1	733.857
18	1	2	733.857
18	1	3	730.079
18	2	0	725.305
18	2	1	747.478
18	2	2	528.569
18	2	3	373.133
18	3	0	8.739
18	3	1	11.846
18	3	2	11.846
18	3	3	8.907
18	4	0	2547.761
18	4	1	2551.717
18	4	2	2551.717
18	4	3	2546.648
18	5	0	118.399
18	5	1	236.562
18	5	2	236.562
18	5	3	118.399
18	6	0	2983.963
18	6	1	2995.567
18	6	2	2995.567
18	6	3	2983.963
18	7	0	45.690
18	7	1	87.153
18	7	2	87.153
18	7	3	45.690
19	0	0	159.658
19	0	1	159.716
19	0	2	156.112
19	0	3	152.893
19	1	0	727.029
19	1	1	727.757
19	1	2	727.757
19	1	3	726.819
19	2	0	548.796
19	2	1	703.366
19	2	2	441.247
19	2	3	308.746
19	3	0	7.397
19	3	1	8.701
19	3	2	8.701
19	3	3	6.736
19	4	0	2546.101
19	4	1	2552.147
19	4	2	2550.514
19	4	3	2546.050
19	5	0	134.888
19	5	1	226.558
19	5	2	226.558
19	5	3	113.397
19	6	0	2982.533
19	6	1	2992.708
19	6	2	2992.708
19	6	3	2982.533
19	7	0	52.825
19	7	1	101.423
19	7	2	101.423
19	7	3	52.825
20	0	0	161.073
20	0	1	157.701
20	0	2	158.687
20	0	3	155.206
20	1	0	726.787
20	1	1	726.957
20	1	2	726.871
20	1	3	726.650
20	2	0	323.999
20	2	1	425.925
20	2	2	351.675
20	2	3	215.053
20	3	0	11.248
20	3	1	14.194
20	3	2	14.748
20	3	3	10.041
20	4	0	5084.544
20	4	1	5087.146
20	4	2	5087.283
20	4	3	5084.509
20	5	0	90.523
20	5	1	122.408
20	5	2	65.884
20	5	3	61.229
20	6	0	2976.273
20	6	1	2980.183
20	6	2	2980.183
20	6	3	2976.273
20	7	0	16.561
20	7	1	28.891
20	7	2	28.891
20	7	3	16.561
21	0	0	157.758
21	0	1	160.736
21	0	2	161.707
21	0	3	138.518
21	1	0	773.853
21	1	1	789.038
21	1	2	789.702
21	1	3	774.023
21	2	0	726.331
21	2	1	1549.695
21	2	2	1432.316
21	2	3	717.940
21	3	0	11.791
21	3	1	15.983
21	3	2	17.076
21	3	3	13.742
21	4	0	2548.202
21	4	1	2551.359
21	4	2	2551.791
21	4	3	2547.473
21	5	0	118.399
21	5	1	236.562
21	5	2	236.562
21	5	3	118.399
21	6	0	2979.515
21	6	1	2986.672
21	6	2	2986.672
21	6	3	2979.515
21	7	0	1028.929
21	7	1	1145.257
21	7	2	1145.257
21	7	3	1028.929
22	0	0	139.414
22	0	1	143.387
22	0	2	144.207
22	0	3	146.449
22	1	0	725.122
22	1	1	767.617
22	1	2	767.030
22	1	3	725.122
22	2	0	506.893
22	2	1	811.463
22	2	2	740.802
22	2	3	389.559
22	3	0	13.152
22	3	1	21.749
22	3	2	16.418
22	3	3	15.481
22	4	0	2545.672
22	4	1	2548.003
22	4	2	2547.545
22	4	3	2545.170
22	5	0	133.827
